Shared_stories,Response_strories,Rate,Shared_stories_word_count,Response_stories_word_count
"I\'m packing. So, my story is that I\'m packing. I\'m getting ready. I\'m wrapping up my class. So, the story is just, it\'s an interesting week. I\'m flying out to Phoenix tomorrow. And I want to start looking at the details of the trip, like things to do with Sedona, things to do at the Grand Canyon. But I\'ve got one more week left of this work to do for this course. So, I\'m deciding whether I\'m going to try to cram it all in before I fly out, or more likely, cram it all in afterwards. But I\'m excited to go out there. It\'ll be a lot of sunshine. And when I booked the tickets, I had to book a red eye. Because it was so last minute. But it was worth it. But those fees, they slam on those fees. It\'s very confusing. The total includes one check bag. And they show you one price on that screen that says, ""The total includes one check bag."" So, you think that\'s the total. But then you go to another page and they meant the total on the other page includes the check bag. So, there are so many ways that you can confuse consumers. But anyway, it\'s all set, and I\'m excited, and I\'m excited that my friend is going to meet me out there. So, I\'ll get more family time and I\'ll get to see a friend I haven\'t seen in a while. And that\'ll be great.","My wife and I traveled to Italy and did an amazing hike in the Dolomite mountain range. I had wanted to do this hike for many years and had researched it quite a bit. I knew it was going to be difficult, but I had no idea how much so. We started early in the morning, and for about four hours, we just kept climbing up higher and higher. It was even more difficult because there were loose rocks under us for much of it.

Every time we reached what we thought was the top, another long uphill awaited us. Finally, after what I figured was another false top, we came up, and it was as though we were at the top of the world. There below us spreading for 360 degrees were what seemed like thousands of craggy mountain peaks. It was like something from Lord of the Rings. We both started to cry; it was so beautiful.

There was more crazy hiking to do, however, as we had to use ropes that had been attached to the mountain during World War I to traverse some cliffs and small waterfalls. That was the most difficult part for my wife, and I was so proud of her that she did it. I think she surprised herself.

It was really one of the most memorable experiences of our lives. Even though we pretty much killed ourselves doing it, I think we would both do the same hike again in a heartbeat.",3,311,277
"So this is a story of how my mom and dad got married. So they have this super cute love story that I wish I also will have, can have these, but who knows. Basically, my mom and my dad grew up on the same little street in the same little, tiny farming fishing village in China. There were just a few houses apart. My mom is two years older than my dad, but I swear from birth, he fell in love with her. She was like class star, like class President, amazing role model, like most beautiful girl ever. And she always saw him as a younger brother figure. So he would follow her around, make dumb jokes and stuff, but I think she also kind of liked them a little bit enough. But eventually, my dad's family immigrated to the US first. So he left when he was... I don't know when, twelve, I think. And then for the next six years, they never really saw each other because he was in America. She was in China back then. Transportation between the two countries not as available, not as economical. But he would write letters back. And I think he just always kept loving her, despite not really seeing her for that time period. And eventually, when he got into College, he deferred a semester and went back to China. And he said that the first person he saw when he went to the village was my mom. And he just knew. Felt all the time with her. And then he basically just asked her to come to America with him, eventually marry him. Obviously, why else would she go to America with him if not to marry him? So my mom, she agreed. During the whole time, she never dated anyone. My maternal grandma, My lala, was very strict. Like, no dating boys. No seeing boys. And my dad never dated anyone. So they were each other's first kiss, like first everything. And I think that's just something so beautiful. Very bold of my mom, very brave of her to put down all her roots and then pick them up and then move them all to America to be with my dad. So I'm grateful for it because I got to grow up in America and have a lot of opportunities. I might not have had if I grew up in China. I got married when my dad was 20, my mom was 22. And they've been married for so long now, super cute. They've been married for over 30-something years. And I think that is something that I really admire. And even though I can't get married that early, I wish I could, I still hope that I will find someone sometime soon, maybe. But yes, that is the story of how my mom fell in love, got married, and then I think they had six years of marriage before they had me. And I think that's also really nice to have, little marriage time when you're just you and your spouse before kids, these other responsibilities. But yeah, that is my story for the session. Thank you, Jibo.","A few months ago at the Styx concert, he surprised me and proposed. After 13 years of being together, I actually never thought it would happen.

The song ""Lady"" started, and he gave his phone to a person we didn't know behind us. I thought that was really strange, but it didn't dawn on me that there could be any other reason but that he wanted someone to take our picture together. That annoyed me because I don't like getting my picture taken. 

The next thing I knew, he was talking in my ear so I could hear him over the loud music, and then he got down on one knee. Next, he held out a ring he pulled from his pocket. I started crying and said, ""Yes, definitely yes!"" I was in total shock. 

Even though I don't like to have my picture taken, I'm so glad he had someone videotape the proposal. It's really funny to see the shocked look on my face.

After the proposal, he told me that he first got permission from my girls and my dad as well. I thought that was a very noble gesture and something that he didn't have to do.

Now we have a wedding to plan. I feel so blessed to marry the love of my life who is also my best friend. I wonder how I ever got so lucky.",3,625,270
"So this past weekend, I went to my first wedding ever. And it was so fun. The groom was my peer mentor, so he was one of the people who introduced me to MIT, to the dorm we were living in. He took care of me and the friends I went with. And, the bride was someone also in my year but, like, one year younger in age. They met through shared interests and it was just super touching. Their ceremony was outside, very cute vows, almost too cute. I feel like I would not want super cringy long vows, but it was still enough to make me cry a lot. But then the reception was what really got me. Both dads gave these beautiful speeches. Their first dance was also just so, aw touching that all of the friend group, except for the guys, were like crying, crying. And it makes me think about what I want in my future wedding, in my future partner, and the marriage in general. But the happy couple is now not yet on their honeymoon because she still has a conference to go to and they'll go on the honeymoon after her conference. But just, it's crazy to think about how life can change so fast. Basically, I flew in Saturday morning, commuted like an hour and a half to go to a really nice udon place. I'm not famous, famous, but kind of famous. And then spent like 2 hours getting ready for the wedding. And it was really fun because we got to dress up and we all haven't dressed up in a long, long time and get ready together in a room, catch up, spill some tea. We made our way to the hotel for the wedding. And then for our first experience, a lot of us didn't know what to do. We got there way too early. But it was still a really fun time. And I also just ran into people. I saw random people that I knew and extended my trip because I knew I loved it so much. I didn't want to come back too quickly. Yeah, that was the story of the first wedding I've ever been to.","I went to my cousin's wedding last month. It was important to me because we grew up together in the same house for a period of time, and it was a major milestone for her. It was in Toronto, Canada, and there were over 100 guests there. I also got to see extended family together for the first time in years.

We first went to a wedding rehearsal before the event. It was at a Chinese restaurant, and the food was really good. Then we went to a castle for the actual day of the wedding. First, I got to see them walk down the aisle. Then, I got to see the official formalize the event and watch them dance.

Then, we went to a reception. I got to hear speeches from many people that marked what an important event it was. The funniest speech was when they shared each other's many embarrassing secrets. It made the event lighter but also showed how much they knew and cared for each other.

It was my first time at a wedding, so it was a cool experience. Mostly, I was just happy to see my cousin get married and have such a life-changing event.",4,431,228
"Yeah, so the story I\'m going to share today is about my family\'s move. So we used to live in Hino, Texas. And my favorite part about that house, besides my family, of course, was that on the front lawn, the sidewalk, there my sister and I have our handprints there in the cement. So they redid our sidewalk at some point, and then I get it off. But as kids, we were like, ""Ha, ha. Wouldn\'t it be so funny if we left our mark onto cement on the sidewalk here, just to mark our place, that we were here?"" So each of us put our right hand down into the cement when it was so, like, not like wet, but like, not dry either, and left little handprints there. It\'s been like ten years now, and I still think about our handprints there, but eventually my family did move. I was very sad at first because we were taking out all the furniture. We\'re repainting the walls. So when we left, the house just felt so empty, like foreign, like a shell of itself. I didn\'t recognize it after we painted the walls white. Everything was just echoing, and I was like, ""Wow, I grew up here. This is no longer home."" Part of me thought we would always have this home for the rest of my life to come back to. But then we moved to our new house in Allen, Texas. I really quickly adjusted to it. I think because the furniture was the same. Obviously, home is where my parents are. So if they move again, that will be my new home. But now I love our new home a lot. It\'s much bigger. It\'s much more comfortable. But interestingly, I still dream sometimes about my old home. And then there are dreams where I mix my old home and my new home\'s like architectural layout. It\'s really confusing, but the move was fun. We started in COVID summer, so I was home. Luckily, we\'re just moving things back and forth with our cars. The move itself was not too bad. It was definitely a bonding moment within our family to move our stuff ourselves. Yeah. What do you think? So, yeah. We moved. And now that\'s my new home. And I know that my parents will eventually move at least one more time. They will probably downsize their home once the grandkids are older enough that they don\'t need to visit and have their own guest rooms. So I\'m excited for that. Scare. Oh, no. Another home missing. But yes, the story. That was the story of my family moving from one house to another house.","On July 9, 2019, I moved in with my Celia. This is kinda weird because this is the first time I have ever moved in with a partner. I have had partners where we would spend 10 straight nights together, but we never reached the point where we had a dresser or permanent spot for clothes/accessories. Walking through the door was such a rush of excitement and washing away of nerves to see the place I will be living in finally.

It is crazy to be moving all the way across the country to chase down a relationship, but this is a crazy amazing opportunity. I'm so grateful that I decided to go off and take this risk as well as my parents supporting it. Their contribution to make this happen really makes it all possible. The sadness of really having my friends and family so far gone is at least now not present because of my focus on the now.

It's so reassuring to see Celia's perkiness and hear the positivity in her voice. It is such a reaffirmation of the decision to watch her show me her place that she has shown me so much before but only through her phone. It is midday, and it is hot up here. That doesn't get in the way of just pressing her body so tightly to the side of mine as she talks about each room. The heat is like melting us together, and I feel that close to her. Just energy of joy is bounding through my body.

Each part of the tour is revealing a part of my future, however long or short it is. As the day goes on, I still feel like a guest in the house, but that feeling is slowly riding away. Celia prepared a wonderful salad for us for dinner, which is just not her thing. It was great though because it was her way of going out of her way to make this a great first day. Washing the dishes with her really made me feel closer and more part of the homeness that I hope to settle into.

Finding a good groove to sit in felt like I was making a long-term investment. While she laid under my arm, it placed over her like a puzzle piece fitting in. It feels like the right decision and that this is going to be a positive experience no matter how it ends.",2,546,446
"So today, my story is about the movie I watched yesterday, which was named Joyride. I think it was really interesting because when they first introduced the characters, I was actually a little bit upset because I was like, ""Why are they getting a Korean girl to play a Chinese girl?"" Right? I understand Asian American representation is really important, especially nowadays in media. But later, spoiler alert, there\'s a twist, and it turns out she was supposed to be Korean. So I was like, ""Whoa, it\'s so nice that they actually got ethnicities correct."" So I changed my mind about casting. \n\nOverall, I really enjoyed the movie. It was about finding out who you are. The storyline basically goes that there\'s this fancy lawyer. She was adopted from China, so she was trying to find her birth mother. They go through a crazy adventure, and eventually they end up in Korea. And she finds out that her birth mother was not only Korean but had also passed away. And it tested their friendship. They did a lot of really crazy things while in East Asia. But overall, I think it was a pretty beautiful message of friendship and how families, family, and your identities, what you make of it, and at the end of the day, just love your people who love you. \n\nSo I really enjoyed the movie. It\'s really, really funny at times. Really emotional sometimes, I definitely cried a little bit at one point when the deceased mother was wishing her daughter well. And it kind of inspired me, too. I think I also want to go on like a soul-searching journey. Yes, that is my story.","It was my 30th birthday, and I didn't really think much of it. I woke up at about 9:30 AM in the morning, and my mother handed me a birthday card. On the card, it said, ""I have an amazing son... who knows who he is and what he wants. Tells it like it is and lives his own truth."" The card had a bright red guitar logo on it. I felt that this meant a lot to me since I love rock and playing guitar. My mother put a lot of thought into this card and knew exactly what I wanted. It made me feel very motivated. I felt very appreciative of this card. 

Following that, she took me to the movies to go see Godzilla. I felt very appreciative of this because Godzilla is one of my favorite franchises. She even bought me popcorn. Though initially, the popcorn was stale, a fact I brought up to her. She suggested that I go and get another bowl. I went to get a fresh bowl of popcorn made, and it was delicious. It was warm and buttery. 

After we finished watching the movie, I thought that it was alright and decent. My mother liked it a little more than I did, surprisingly. I felt that there was a bit little too much focus on human characters that weren't necessarily all that interesting in my opinion. The final fight was alright, but it needed a bit more focus on the monsters. There isn't much human characters can do, and also, a lot of the humor was awkward and fell flat. A lot of the characters in the movie felt pointless and unnecessary. 

Following that, she took me to go and get some Indian food. I really appreciated that because Indian cuisine is my favorite. The food that day was particularly delicious. I had a short conversation with some people next to me, but I don't really think my intrusion into their conversation was all that welcomed. 

It was a fun day all in all, and I had a lot of appreciation for my mother and her taking me to the movies.",3,334,410
"So yesterday, I went into a lab. It was a Saturday. At first, I was a little bit annoyed because I have to work a lot of weekends. And there are times where I really don't want to work on the weekend. But I was also able to schedule a social moment, which helped because after I finished my work, I had a good lunch, took a little break, and then I went to meet up with some people for a birthday party.\n\nAnd at this birthday party, there were a lot of other PhD candidates. And it was interesting because you could see everyone would have these conversations and complain about working on the weekends, about their PIs, about all the stress that comes with being a student. And it made me realize that, yeah, life will probably be very tiring, very rough. But I'm not alone with this. I have a lot of other people going through the same thing, and if anything, they probably work even harder than I do. So it's made me appreciate that I am able to work on the weekends a little bit because it helps me get more data.\n\nBut yeah, again today, I also went into lab and I feel like it's tiring. I don't have any holidays off, so tomorrow is technically a holiday, but I'm still going to go to lab. But I'm not alone. This is a way of life that I think is something I need to wrap my head around, and the more I do it, the more used to it I get. So maybe it's a good thing that I'm slowly getting used to working on the weekends, but I will fix my work-life balance, try to have some fun still, but overall, this is a story of how I'm frustrated but accepting that I have to work on weekends.","I am very bad at handling adversity. A slight mishap, and my mind goes haywire. The effect is exaggerated when something happens between me and people I care about. I broke up with my Ex a while ago, and it's been miserable since. I can't take her out of my head. Even when I'm busy doing something, thoughts of her creep into my mind. It's like I can't even think of anything else. While driving, while eating, while talking with people, I just can't get her picture out of my head. 

I haven't been enjoying my job as well. I don't find any meaning in what I do. The chances that I'll have to work for the rest of my life for 5 days a week got me really anxious. I feel suffocated, burdened, unhappy. To escape all this madness within my mind, I've come to live with my friends for a while. 

Away from home, I thought my friends being around will help me distract my mind. It did not help. I feel unwanted. I feel miserable around them, and the thought that I'm probably ruining their time as well makes me more miserable. I wanted to cry yesterday but couldn't. We were having dinner, everyone talking and laughing, and I just couldn't even smile. 

I wish I did not have these bonds. I wish I was alone. I wish I never made friends, never fell in love. These connections bring a lot of joy, but they also add these complications and anxiety which is just worse. There's nothing I want more than peace. I just don't want to have all these convoluted emotions in my head. I try to silence them, but the noise just does not go away. 

I am tired of these thoughts, the anxiety, the heaviness it all brings. I just want to be at peace with myself.",5,361,374
"So yesterday, I made madeleines for the first time, but interestingly, I don't have any eggs anymore in my fridge. I stopped eating eggs maybe a month ago because I got a blood test and the results came back, and the doctor told me I have high cholesterol, which is really stressful to hear because I'm relatively young. So one thing I did was to cut down on my egg consumption. So all my baking recently has been very experimental, but I made my madeleines without eggs, with half the sugar and half the butter in the recipe. And they turned out okay. Like visually, they looked pretty, but taste-wise, they were just mediocre. But I brought them to lab to celebrate a friend's birthday and everyone seemed to enjoy them. So that made me really happy because I don't have a sweet tooth, but I do enjoy baking things for other people to make them happy. So yeah, that is the story of how I made madeleines last night without any eggs.","Today I am happy because I finally weighed myself. I've lost 30 pounds in the last 4-6 months. I've been watching my food intake and trying to exercise, though COVID has derailed those exercise plans.

I've been overweight for my entire life, and after months of avoiding the scale since starting renewed efforts, I finally took the time and courage to check. From 260 to 228!

I can do this! I can reach a healthy weight, and I am so, so happy that this is finally working.",4,198,102
"So, I\'m actually going to be flying home in 3 hours, or leaving for the airport in 3 hours to fly home, and something I\'ve been super excited for—cannot wait. Definitely miss my parents a lot. My younger sister is in New York, so she won\'t be home. But going home will be good for me because I really need the rest. I think something that\'s really hard to do as an adult is to pace yourself, because when you\'re in school, you have semesters. You have projects that you know when they\'ll end. So you have better timelines to fulfill. Like, ""Oh, you know, in two weeks, then you have an exam and then you have a period of free time."" But until then, you\'re working hard. But in grad school, I feel like there\'s just no end. So if you need a break, you have to really go take that break for yourself. For us, you just won\'t have that break. So the last time I was home was probably early June for two days. Home trips are very short. Now I miss having a full week at home, a whole actual vacation. So being able to go home for just like three days this weekend will be very helpful, healing, good for my soul. Yeah, I am most excited to eat my mom\'s food, to go shopping, to feel like a kid again. I feel like life is very tiring and pressurising, so to be able to let loose and let someone take care of me for a little bit will be nice. I did try to take care of my parents as well. I bring them gifts. I listen to them when they\'re lonely, and I hope that their parents can take good care of them when my grandparents are in China, so they\'re not really close by. So it\'s a very different relationship between my mom and her mom, which is my mom and me. But I\'m so grateful for my family, everything about it. So yeah, I left lab a little early today to catch my flight, talking to you now before Doica\'s over or the week begins. And yeah, I\'ll be sad when I come back, but I\'m mostly looking forward to going home first. Yeah.","I was sitting on my back porch this morning, and I realized that despite lockdowns and quarantine, I have had a pretty great summer. I was productive by taking a summer course (I did well and loved the material and professor), working a job, and coordinating my club activities by video-calling people throughout the summer.

I grew some vegetable plants to eat and some plants to sell, I picked up some new skills like learning Morse code and hobbies like chess, and I've been dedicated to working on my mental health through talk therapy and mindfulness meditation.

Since it's the end of summer, I can look back now at all my hard work and all the fun I had despite not spending a lot of it with people, and I can say that my confidence has increased and my anxiety overall has decreased.

I'm looking forward to things getting better in the future and interacting with others with a new sense of self! I couldn't be happier!",3,457,187
"Tuesday, yeah. So this Tuesday, I played squash for the very first time, and today\'s Friday, so it\'s been three days and I\'m still very sore from it. But it was my first time really trying something new in a while. I played with a couple of upperclassmen, and as a perfectionist, it\'s really hard for me to show my failure weakness. But what was really nice about the whole situation was that everyone was super friendly, even though I kept missing the ball. And it really made me feel a lot better about myself. I can\'t explain how silly it sounds, but for my upperclassmen friends to be so supportive of me, messing up, failing, and being nice playing the ball was really nice. When the guys played against each other, they were like, ""swing real hard, the ball is going so fast, so hard."" But when they played against me and another girl, they were a lot easier on us, which is kind of gentlemanly of them, I think. Yeah. The point was that I was able to fail a lot and be really bad at a sport and not feel really ashamed of it. So it was a really good first experience, and I definitely will play again sometime (unsure when) because I\'m still so sore, and it did take a very long time to get there. But overall, I really enjoyed the experience. So that was the story of me playing squash for the first time and not being afraid of not being perfect.","Today is the day of the competition. We were so excited but apprehensive about this trip. Ben has been preparing for several months, but are you ever really prepared? I could not sleep last night because I was so worried about this event, and I hoped I was able to support Ben accordingly.

How would I react if things don't go to plan? We have spent so much money and time on this. We got there around 6 am, traffic was shockingly less than expected! The parking lot was full already but we managed to grab a space thanks to someone leaving. We remembered to take everything along we needed: costume, skates, snacks.

Tony, my husband, was exhausted and suffering from a cold. My older son, S, was not thrilled about attending this event and wanted to go home. I was hoping I could bribe him to enjoy things by saying he could pick where we ate dinner. Ben was excited and not even remotely nervous. I was a wreck but pretending to be fine!

Ben got into costume around 7 am, practice ice went well, and he seemed happy and content. We then saw the kids he would be competing against and felt a pang of nerves. How could this little kid compete against kids much bigger and stronger than him?! He did not seem fazed at all.

Another boy and his family were there, but they were not remotely friendly. They kept glaring at us, which made me feel irritated and also nervous. One of Ben's friends, a little girl, skated and did okay but did not win. She came 4th in her event. This made me worry for Ben and start telling myself this whole trip was a waste of money.

It was time for Ben to skate, and we all held our breath. He did an amazing job, and we were not sure if it was good enough to win, but it was good. Ben's coach said, ""He's got this, he will win,"" and we waited for the scores, trying to not get too excited. The scores took forever to be announced, but when they were, sure enough, he had won!

It was time to calm down and congratulate the other skaters on their skates and try to not appear too boastful. We waited for the medal ceremony but heard nothing. We then had the medal ceremony, which was incredibly rewarding, and then the event was over!

We were exhausted and went home. And it was still only 10:30 am!",4,302,491
"All right, this is something that happened to me when I was around ten years old. I have a little sister, and it was her first day of kindergarten. We went to elementary school right across the street from our house, so it was my job to walk her to school and then wait for her and walk her back home, even though we\'re just not even a block away.\n\nSo, the first day of school, she went to kindergarten, and I went to fifth grade. And when the day was over, I totally forgot about her. So, I came home alone, and my mother saw me and asked, ""Where\'s Lori?"" I was filled with absolute horror, tore back across the street, and found my sister standing on the steps of the school, just really upset.\n\nShe could have walked home herself, of course, but she was supposed to wait for me. And she was actually surrounded by teachers who were trying to console her that her big sister forgot about her. I was filled with simultaneous guilt, relief, and horror. And I have never forgotten that moment.","Leah, my 4-year-old, began preschool. I was already a nervous wreck because she and I had to get up early to go see my oldest daughter do her ""Senior Walk,"" where all of the seniors walk into school on the first day behind their principal and all of us parents are on the sides cheering and yelling and crying, and it is over in 5 minutes. I was worried about Leah having to get up early and us driving to the high school, finding a parking spot, and then getting back to her school and having her into her classroom on time. We had no problem getting back to her school in time. 

My plan was to park and walk my little girl to her class, but on the car ride over, she declared that she wanted to be dropped off and walk into the school by herself because she was a big girl. I was sad. When we got to her school and I pulled into the car rider ramp, she was greeted by her sisters' old teachers with big hugs, and they walked her into the building. I cried ugly tears. She did it with such confidence, and the kindness shown by the other teachers reassured me that she was going to be okay. 

She is my miracle baby, and for 4 years, I have had her to myself while everyone else is at school and work. It has been her and I running errands and going to the park and Disney Channel on all day. Now, I come home to an empty house, and I miss her. I miss having her eat lunch with me, and I walked into the mall without her and felt like someone was going to ask me for ID when I walked into the kids' section of a store. I didn't get begged to go into Build a Bear or get a Frappuccino from Starbucks and have to wait for her to jump on all of the squares in the tile flooring. 

She is adjusting well to her new school schedule, and I have time to watch stupid shows like 90 Day Fiance. I guess I will make it. It will be starting all over with her, and I am scared, but she thinks she is ready, and that is more of what matters.",2,217,434
"Winter. I don't like winter. I don't like dealing with snow. I don't like dismal weather. I just don't like it. It must be Seasonal Affective Disorder. Really hate it. I wouldn't want to live someplace with no climate. But I do dread the winter months. So, several years ago, I bought some Crocus bulbs. I'm not much of a gardener, but I thought I would give it a try. So, with a lot of work, I dug a path along my sidewalk and planted these Crocus bulbs. Two different kinds, smaller ones and larger ones. In October, it was a very dismal day out - rainy, cloudy, cold wind. I was miserable doing it. And then, I kind of forgot about the Crocus bulbs. But the following March, I happened to look outside and I saw some of the green shoots coming up out of the ground. And this made me so happy. It made me feel so much better about things in general. And I just had this profound sense that, yes, things will keep on going the way that they should be going. That everything will be all right in the world. And it made me very happy. So now, several years later, I look forward to seeing my Crocuses come up in the spring.","I'm 53 years old, and I'm trying to decide what I'm gonna do when I grow up. My grandfather farmed. He went out and said, ""Hey, do you wanna plant a garden?"" I got started that way. We planted some radishes in a spot and I thought it was the coolest thing.

I was debating between agriculture and ornamental horticulture, like growing flowers. But I thought if I'm gonna spend my life doing something, I would rather spend my life helping to feed the world. Our job is to develop a hybrid seed that will help the farmer in his business.

Some people think, ""I just wanna make a lot of money."" But if you can find something you have a passion for, you love it, you think about it in the morning when you wake up, you can figure out an intersection of that thing with something that you can make a living doing. That's a pretty sweet place to be.",5,262,195
"But one of the props mentioned a song that was meaningful for you, and I have one, nothing special, because I\'m sure that millions and millions and millions of people share this same exact experience. But when I was around 40 years old, the song ""Landslide"" by Fleetwood Mac really spoke to me. I started to listen to the lyrics, and the part that goes, ""Time makes this boulder, even children get older, and I\'m getting older, too."" It hit me like a rock to the head, and I realized, well, yeah, this is pretty much it. It\'s going to be downhill from here. But fortunately, now that I\'m almost 69 years old, I am reconciled to getting older, and I know that there are still many wonderful things in store for me.","There are songs that are generally motivational, moving, and happy. The ones that give you a confidence boost or tell you it's going to be okay. Basically, the ones that relate to mental health overall. Those songs used to make me cry, and I never understood why because they're supposed to be motivating. 

I went through something really bad recently, and that event kinda opened my eyes a bit, helped me learn to love myself, and helped me see things clearer. Now I'm smiling as I listen to these songs because I know I've achieved the positivity the songs promote. 

And I now realize I used to cry listening to them because I was hoping for a positivity I didn't have. Loving yourself is a core part of self-care and good mental health.",3,163,153
"In 2006, my sister and I were teaching a class and there was an art therapy student named Kevin. He was a very exceptional person, exceptional artist, and he had a very interesting story. He was involved in a terrible car accident and was in a coma for a month. When he came out of the coma, he realized that he could not draw or paint with his right hand anymore, so he taught himself how to use his left hand to create art.\n\nKevin was one of our best students and his story was the subject of the first book that we did for our small press. He wrote his story and did a wonderful job. We published his book. At that time, there was a contest. Carnegie Hall was looking for cover art for their program for the concert season. And without telling Kevin, we entered one of his paintings in the contest, and he actually won. It was a wonderful moment. We are very proud of him.\n\nPart of the prize was tickets to Carnegie Hall for a concert, and Kevin gave us the tickets. So we went to New York and went to the concert and we had a great time. So he was our first and to this day our best author.","Being six years old, we postcards coming into my family, as one after another of the relatives that my parents had were dead in the concentration camps. And I remember just being very affected by that as a six or seven-year-old.

I became convinced right then that I did not want to be one of those people. I wanted to be a kind of person that helped other people. That instead of bringing suffering, I wanted to try to alleviate suffering.

And what better way to try to alleviate the suffering of human beings than being a doctor? I think everyone has to make a choice which will bring themselves inner peace and happiness as the best they can achieve it.

No matter what you do, you will have an opportunity to impact other people's lives, just by who you are and the way you act.",5,237,160
"One of the prompts was to talk about a movie that meant something to you. When I was in high school, in the late 60s, this is when all the counterculture types were really into Tolkien. And that was the first time that he became a phenomenon in this country. So, I was into it and just devoured the book. Made a big impression on me. I never dreamed that it would be possible to translate these books into film. But when the Peter Jackson movies came out, the special effects were more advanced. I think that Peter Jackson did a magnificent job with a story just true to Tolkien\'s vision. The actors were all just top notch. But I think that the single most memorable scene for me, wasn\'t necessarily one of the big battle set pieces, but it was right at the beginning of the first movie. When Gandalf weiss\'s cart into town and sees Frodo waiting alongside the road. And Gandalf asks Frodo, ""Get in the cart. We\'ll go into town together."" And he does. And then Ian McKellen as Gandalf looks at Frodo and smiles at him with such unbelievable love. It just blows off the screen and you could just see that Tolkien would have adored this portrayal of Gandalf. And it\'s interesting that Ian McKellen just doesn\'t take acting all that seriously and has been on a variety shows where he says, ""Well, somebody else writes the lines. I just stand where I\'m supposed to stand and read."" But he is a summit actor. And what he did with no words at all, just facial expressions just brought a whole Lord of the Rings feel of it in such an immediate, immediate way. I never forgot that.","I saw a movie that I enjoyed so much, I saw it three times in the last week. I first went to it alone. Then I went to it with my husband. Then I took my girlfriend to see it last night. The movie was about an event that was a fantasy and yet totally believable. The characters were sweet and lovely, and they made you want to know what happened to them, and you really cared about what happened. The music in the movie was so phenomenal and kept you on the edge of your seat. I also had acquired the tickets for a really good price. That made it more justifiable to see it so many times.

I intend to buy the movie when it becomes available. I may see it again soon with my son who wants to see it too and has not done so yet. The movie just makes me happy when I see it because of the joyfulness. The way they overcome their challenges with love and understanding is so lovely. It makes you want to persevere in the things you love as well.

The actors that portrayed the characters in the movie were remarkable. They were so realistic that you totally believed what was happening to them. They also were humorous and had many friends. Movies that include friendship and love are so rare nowadays, and that was refreshing. The fact that they were not white Americans was surprising but surprisingly a very good choice. It was sweet but not syrupy sweet.

It was a fantasy and yet a believable story. The story was just a remarkable way of showing perseverance and love with ordinary people. I hope that the movie academy of arts and sciences will consider it for some award. It was a brilliant concept and a wonderful story to impart to all ages. I've been telling everyone I know about the movie now.",2,334,353
"In high school, I wasn't one of the popular kids. Most people thought that I was kind of an eccentric weirdo. I'm not saying that they're wrong. I never quite fit in, but I did have a couple of friends who were outcasts just like I was. When I was a senior, my father bought me a used car. It was a green Duster. And I happened to be the first one in the class to have a car. So I drove that car to school. And when it was time for lunch, I would take my friends and drive around to get some food. We would park by the river and have a good time, and pretty much show off. And that was one of my happiest memories of high school. And I can still remember how proud I felt of that little Duster.","All my ""friends"" make fun of me for being bad at video games. Same with physical stuff. Got beat by every single one of them in races and arm wrestles. I get told I'm too skinny or all the sports I play are girly, and even with so many sports to my name, I still get destroyed in races.

I'm the laughingstock of my class. I feel like a joke, and my parents laugh at me too. I feel insecure about my body.

A girl next to me straight up said I look ugly because I have a bit of a mustache growing, and my jaw is too feminine. I feel mentally insecure, I'm not popular, I'm not strong, I'm bad at video games except for the ones none of my classmates play.

And I've been challenged by the same girl who made fun of my face to an arm wrestle tomorrow. She does several forms of martial arts.",1,165,185
"Okay. So, last year, I moved from Nashville to Boston, and made a big change in my life. And it was really challenging because I had a lot of friends in Nashville, a great community. I like to salsa dance and all of my friends came together before I left, and I threw a party. And they all came up with a really big gift basket for me. It had some of my favorite foods, things to bring with me to Boston. And one of the things that really was special, that they gave me, that made me really just warmed my heart. It made me feel so much gratitude and love, was they got me a gift certificate to have a dance lesson with an instructor here in Boston that has an amazing reputation that we've all wanted to train with. And now that I'm in Boston, I was able to take a class with her, and they gifted that to me. So it was a really huge gesture, and it makes me miss my friends so much. So much so, I'm going to visit them in a week, and hopefully dance and hang out with them again.","I attended an all-week event in another country. I didn't bring any friends, but that's perfectly fine. I got along with the other attendees extremely well, and I think I actually found 2 new friends. Everybody's so nice and inspired and driven by similar things as I am. My interests, taste in music, and spirituality are very niche, and while I do get to share some of it with the people close to me, I feel like they don't quite get me in that regard. But the people I met last week do, to an extent that nobody else has.

Everybody was being their weird self, shared their knowledge and experiences, and I also got to experience awesome things that I think will stick with me for a long time. Honestly, I haven't been this happy in a very long time. Being away from my home and the people close to me was intimidating, but when I was there, I felt in my heart that there was nothing to worry about. And there wasn't. Everything just kind of sorted itself out.

It was so freeing to be able to express myself in any and every way I felt like at the moment. And I got some very special things to take home with me to remind me of the great time I had and to bring with me when I return. I can't wait for that!",3,227,269
